id,score
9c7fa510616a683058ce97d0bc768a621cd85ab1e87da2a3,0.02715690160384221
da8691b210adb3f67820f5e0c87b337d63112cee52211888,0.02035112669645026
9c7fa510616a68309e4badf2a7a3123c0462fb85bf28ef17,0.026549238949456593
f000950527a6feb6ed308bc4c7ae11276eab86480f8e03db,0.019456912796033964
f000950527a6feb617e8d6ca7025dcf9d765429969122069,0.019593356868879874
755db3b5c5f74eb48564a8be9d4a9d7038ed96bc2eea645c,0.02190203618378222
f1c1045b13d183299c7eb7b7cc50500bb79b0df58af030c7,0.018393683938775936
f000950527a6feb6253f50f16bd8640f3bc1fa52d1fdbe29,0.5942068921160565
da8691b210adb3f6334a7abb56fbae858620b23304f160b5,0.022871347604388595
755db3b5c5f74eb46a9abdca3e43a99d07c4aacee3d2cb0d,0.02339439458416232
755db3b5c5f74eb4ae35ba75629b0e38f837653d747278ba,0.018236798851651515
d8071a739aa75a3b4634331153e4228e5f2196ccb2568ad5,0.03716841139859997
8f19388cfd6e2b9c65930586f2bb6d24dd3b5b0b0da41d69,0.02527192732895311
f000950527a6feb6d340f91da09e61347d8200cd2f0d1602,0.020726321898605293
9c7fa510616a68303f06aeb96201299ec81a38f1f3d49cac,0.022863491875336546
516ab81418ed215dd3ea1c4dc418b576171719213e905de5,0.035529859692605546
d8071a739aa75a3b3dd2fc71ae50436afcaec1dd528cfa4f,0.03175219598875371
47645761dc56bb8c8116c9bd0e55c3df666ebcd3c5e63e8a,0.026258486563598207
ed38190adf12fceb07b1561b4578bf81b041440886202b9b,0.01965953060767145
f000950527a6feb628bc9c368c9d619acaf87e1faca4ca7e,0.03711552644446784
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,0.05060181083166812
8f19388cfd6e2b9c01f5e60cea9dec14269aa6c752524bca,0.02442057771462918
da8691b210adb3f603589e87c62c265a2295913b77f8d1c2,0.018237725388698677
47e3664e12f3ce7424308681c10ad0c40c5897051242dcce,0.02110228359431409
f000950527a6feb62fd5b5b8e77a9dc5ba3cf4b5cbda6655,0.03319647365208752
ed38190adf12fceba3b82db3f176d32d9a9832e918f52c39,0.019495759165372595
f1c1045b13d183297c9b8704d538fafc335088323bdd8e60,0.025194085182656364
9c7fa510616a6830968388e1be2a051b12001fab35e6144f,0.019493262685242
da8691b210adb3f6261f1246d946c4b8b7c1b6dcfea06fae,0.01949320855342821
4a8fc4f3fb4d8a0f5d3ff041274b3ea44fb550b57fc05d85,0.030432616406598407
d8071a739aa75a3bd4136293caae5613d39d000535f685cc,0.02008910436933353
f1c1045b13d183290938ee294347c0fcf724327c5c8dca67,0.018393090393658915
d8071a739aa75a3b2ff7b2fe193ae712c8b123cd30011c0b,0.02009322832098456
beb4aaaa89e0a0aee8a394e84d59eb3b011cd41d12b4c179,0.026543776660794098
f1c1045b13d183295739fbdbc9d1c2721ad063a85b6e38e5,0.025194696124701554
755db3b5c5f74eb4cadaf40a4081375e3871db255288dbc0,0.023395218346573196
516ab81418ed215d5571f596afa1afb758e8c6c88998743e,0.04122894183585065
f000950527a6feb62669d6a175fe6fdccd1eb4f7ca8e5016,0.047258570378414896
beb4aaaa89e0a0ae61f3daac6434838d1d8a50e67e22dba8,0.031512449120676175
f000950527a6feb63ebf49a1b9705e684bc7b1af439613af,0.35847148355709396
da8691b210adb3f6bc3ef45f2809e21e0c8f65df20212fb0,0.024139963803520726
f1c1045b13d183296fd0976b027f3c74004954fd7ff5dcc8,0.025194916026610576
e9f7b28ec10e0470bc20722619570a6e28246f532be80b1d,0.07854563027401822
755db3b5c5f74eb4e2e6070160774a438d4a2fdc8d56d846,0.02190310686586852
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,0.03663980387459327
47645761dc56bb8c1a878c3efe89597f9c2bf9c2828af037,0.021549736213888133
d8071a739aa75a3b1b82e0b15a4620bc9e5e6faf191b3713,0.02741447947308597
beb4aaaa89e0a0ae28a42374a5eee2c7361888d6338fde89,0.019493853031478756
e9f7b28ec10e047061790ff5b1dcb733445066113318d9f7,0.7308875731370533
f000950527a6feb6e8bd9919e2ca363359bcfa997a0f9de7,0.8964584335488515
d8071a739aa75a3bcf6fb0041ee883243251d30025ab9d45,0.07322390784462152
